impact,timestamp
2,1560776280.0
2,1560776220.0
2,1560776160.0
2,1560776100.0
2,1560776040.0
2,1560775980.0
2,1560775920.0
2,1560775860.0
2,1560775800.0
2,1560775740.0
2,1560775680.0
2,1560775620.0
2,1560775560.0
2,1560775500.0
2,1560775440.0
2,1560775380.0
2,1560775320.0
2,1560775260.0
2,1560775200.0
2,1560775140.0
2,1560775080.0
2,1560775020.0
2,1560774960.0
2,1560774900.0
2,1560774840.0
2,1560774780.0
2,1560774720.0
2,1560774660.0
2,1560774600.0
2,1560774540.0
2,1560774480.0
2,1560774420.0
2,1560774360.0
2,1560774300.0
2,1560774240.0
2,1560774180.0
2,1560774120.0
2,1560774060.0
2,1560774000.0
2,1560773940.0
2,1560773880.0
2,1560773820.0
2,1560773760.0
2,1560773700.0
2,1560773640.0
2,1560773580.0
2,1560773520.0
2,1560773460.0
2,1560773400.0
2,1560773340.0
2,1560773280.0
2,1560773220.0
2,1560773160.0
2,1560773100.0
2,1560773040.0
2,1560772980.0
2,1560772920.0
2,1560772860.0
1,1560778200.0
1,1560778140.0
1,1560778080.0
1,1560778020.0
1,1560777960.0
1,1560777900.0
1,1560777840.0
1,1560777780.0
1,1560777720.0
1,1560777660.0
1,1560777600.0
1,1560777540.0
1,1560777480.0
1,1560777420.0
1,1560777360.0
1,1560777300.0
1,1560777240.0
1,1560777180.0
1,1560777120.0
1,1560777060.0
1,1560777000.0
1,1560776940.0
1,1560776880.0
1,1560776820.0
1,1560776760.0
1,1560776700.0
1,1560776640.0
1,1560776580.0
1,1560776520.0
1,1560776460.0
1,1560776400.0
1,1560776340.0
1,1560776280.0
1,1560776220.0
1,1560776160.0
1,1560776100.0
1,1560776040.0
1,1560775980.0
1,1560775920.0
1,1560775860.0
1,1560775800.0
1,1560775740.0
1,1560775680.0
1,1560775620.0
1,1560775560.0
1,1560775500.0
1,1560775440.0
1,1560775380.0
1,1560775320.0
1,1560775260.0
1,1560775200.0
1,1560775140.0
1,1560775080.0
1,1560775020.0
1,1560774960.0
1,1560774900.0
1,1560774840.0
1,1560774780.0
1,1560774720.0
1,1560774660.0
1,1560781800.0
1,1560781740.0
1,1560781680.0
1,1560781620.0
1,1560781560.0
1,1560781500.0
1,1560781440.0
1,1560781380.0
1,1560781320.0
1,1560781260.0
1,1560781200.0
1,1560781140.0
1,1560781080.0
1,1560781020.0
1,1560780960.0
1,1560780900.0
1,1560780840.0
1,1560780780.0
1,1560780720.0
1,1560780660.0
1,1560780600.0
1,1560780540.0
1,1560780480.0
1,1560780420.0
1,1560780360.0
1,1560780300.0
1,1560780240.0
1,1560780180.0
1,1560780120.0
1,1560780060.0
1,1560780000.0
1,1560779940.0
1,1560779880.0
1,1560779820.0
1,1560779760.0
1,1560779700.0
1,1560779640.0
1,1560779580.0
1,1560779520.0
1,1560779460.0
1,1560779400.0
1,1560779340.0
1,1560779280.0
1,1560779220.0
1,1560779160.0
1,1560779100.0
1,1560779040.0
1,1560778980.0
1,1560778920.0
1,1560778860.0
1,1560778800.0
1,1560778740.0
1,1560778680.0
1,1560778620.0
1,1560778560.0
1,1560778500.0
1,1560778440.0
1,1560778380.0
1,1560778320.0
1,1560778260.0
1,1560787200.0
1,1560787140.0
1,1560787080.0
1,1560787020.0
1,1560786960.0
1,1560786900.0
1,1560786840.0
1,1560786780.0
1,1560786720.0
1,1560786660.0
1,1560786600.0
1,1560786540.0
1,1560786480.0
1,1560786420.0
1,1560786360.0
1,1560786300.0
1,1560786240.0
1,1560786180.0
1,1560786120.0
1,1560786060.0
1,1560786000.0
1,1560785940.0
1,1560785880.0
1,1560785820.0
1,1560785760.0
1,1560785700.0
1,1560785640.0
1,1560785580.0
1,1560785520.0
1,1560785460.0
1,1560785400.0
1,1560785340.0
1,1560785280.0
1,1560785220.0
1,1560785160.0
1,1560785100.0
1,1560785040.0
1,1560784980.0
1,1560784920.0
1,1560784860.0
1,1560784800.0
1,1560784740.0
1,1560784680.0
1,1560784620.0
1,1560784560.0
1,1560784500.0
1,1560784440.0
1,1560784380.0
1,1560784320.0
1,1560784260.0
1,1560784200.0
1,1560784140.0
1,1560784080.0
1,1560784020.0
1,1560783960.0
1,1560783900.0
1,1560783840.0
1,1560783780.0
1,1560783720.0
1,1560783660.0
3,1560792600.0
3,1560792540.0
3,1560792480.0
3,1560792420.0
3,1560792360.0
3,1560792300.0
3,1560792240.0
3,1560792180.0
3,1560792120.0
3,1560792060.0
3,1560792000.0
3,1560791940.0
3,1560791880.0
3,1560791820.0
3,1560791760.0
3,1560791700.0
3,1560791640.0
3,1560791580.0
3,1560791520.0
3,1560791460.0
3,1560791400.0
3,1560791340.0
3,1560791280.0
3,1560791220.0
3,1560791160.0
3,1560791100.0
3,1560791040.0
3,1560790980.0
3,1560790920.0
3,1560790860.0
3,1560790800.0
3,1560790740.0
3,1560790680.0
3,1560790620.0
3,1560790560.0
3,1560790500.0
3,1560790440.0
3,1560790380.0
3,1560790320.0
3,1560790260.0
3,1560790200.0
3,1560790140.0
3,1560790080.0
3,1560790020.0
3,1560789960.0
3,1560789900.0
3,1560789840.0
3,1560789780.0
3,1560789720.0
3,1560789660.0
3,1560789600.0
3,1560789540.0
3,1560789480.0
3,1560789420.0
3,1560789360.0
3,1560789300.0
3,1560789240.0
3,1560789180.0
3,1560789120.0
3,1560789060.0
2,1560803400.0
2,1560803340.0
2,1560803280.0
2,1560803220.0
2,1560803160.0
2,1560803100.0
2,1560803040.0
2,1560802980.0
2,1560802920.0
2,1560802860.0
2,1560802800.0
2,1560802740.0
2,1560802680.0
2,1560802620.0
2,1560802560.0
2,1560802500.0
2,1560802440.0
2,1560802380.0
2,1560802320.0
2,1560802260.0
2,1560802200.0
2,1560802140.0
2,1560802080.0
2,1560802020.0
2,1560801960.0
2,1560801900.0
2,1560801840.0
2,1560801780.0
2,1560801720.0
2,1560801660.0
2,1560801600.0
2,1560801540.0
2,1560801480.0
2,1560801420.0
2,1560801360.0
2,1560801300.0
2,1560801240.0
2,1560801180.0
2,1560801120.0
2,1560801060.0
2,1560801000.0
2,1560800940.0
2,1560800880.0
2,1560800820.0
2,1560800760.0
2,1560800700.0
2,1560800640.0
2,1560800580.0
2,1560800520.0
2,1560800460.0
2,1560800400.0
2,1560800340.0
2,1560800280.0
2,1560800220.0
2,1560800160.0
2,1560800100.0
2,1560800040.0
2,1560799980.0
2,1560799920.0
2,1560799860.0
3,1560846600.0
3,1560846540.0
3,1560846480.0
3,1560846420.0
3,1560846360.0
3,1560846300.0
3,1560846240.0
3,1560846180.0
3,1560846120.0
3,1560846060.0
3,1560846000.0
3,1560845940.0
3,1560845880.0
3,1560845820.0
3,1560845760.0
3,1560845700.0
3,1560845640.0
3,1560845580.0
3,1560845520.0
3,1560845460.0
3,1560845400.0
3,1560845340.0
3,1560845280.0
3,1560845220.0
3,1560845160.0
3,1560845100.0
3,1560845040.0
3,1560844980.0
3,1560844920.0
3,1560844860.0
3,1560844800.0
3,1560844740.0
3,1560844680.0
3,1560844620.0
3,1560844560.0
3,1560844500.0
3,1560844440.0
3,1560844380.0
3,1560844320.0
3,1560844260.0
3,1560844200.0
3,1560844140.0
3,1560844080.0
3,1560844020.0
3,1560843960.0
3,1560843900.0
3,1560843840.0
3,1560843780.0
3,1560843720.0
3,1560843660.0
3,1560843600.0
3,1560843540.0
3,1560843480.0
3,1560843420.0
3,1560843360.0
3,1560843300.0
3,1560843240.0
3,1560843180.0
3,1560843120.0
3,1560843060.0
2,1560848400.0
2,1560848340.0
2,1560848280.0
2,1560848220.0
2,1560848160.0
2,1560848100.0
2,1560848040.0
2,1560847980.0
2,1560847920.0
2,1560847860.0
2,1560847800.0
2,1560847740.0
2,1560847680.0
2,1560847620.0
2,1560847560.0
2,1560847500.0
2,1560847440.0
2,1560847380.0
2,1560847320.0
2,1560847260.0
2,1560847200.0
2,1560847140.0
2,1560847080.0
2,1560847020.0
2,1560846960.0
2,1560846900.0
2,1560846840.0
2,1560846780.0
2,1560846720.0
2,1560846660.0
2,1560846600.0
2,1560846540.0
2,1560846480.0
2,1560846420.0
2,1560846360.0
2,1560846300.0
2,1560846240.0
2,1560846180.0
2,1560846120.0
2,1560846060.0
2,1560846000.0
2,1560845940.0
2,1560845880.0
2,1560845820.0
2,1560845760.0
2,1560845700.0
2,1560845640.0
2,1560845580.0
2,1560845520.0
2,1560845460.0
2,1560845400.0
2,1560845340.0
2,1560845280.0
2,1560845220.0
2,1560845160.0
2,1560845100.0
2,1560845040.0
2,1560844980.0
2,1560844920.0
2,1560844860.0
1,1560849000.0
1,1560848940.0
1,1560848880.0
1,1560848820.0
1,1560848760.0
1,1560848700.0
1,1560848640.0
1,1560848580.0
1,1560848520.0
1,1560848460.0
1,1560848400.0
1,1560848340.0
1,1560848280.0
1,1560848220.0
1,1560848160.0
1,1560848100.0
1,1560848040.0
1,1560847980.0
1,1560847920.0
1,1560847860.0
1,1560847800.0
1,1560847740.0
1,1560847680.0
1,1560847620.0
1,1560847560.0
1,1560847500.0
1,1560847440.0
1,1560847380.0
1,1560847320.0
1,1560847260.0
1,1560847200.0
1,1560847140.0
1,1560847080.0
1,1560847020.0
1,1560846960.0
1,1560846900.0
1,1560846840.0
1,1560846780.0
1,1560846720.0
1,1560846660.0
1,1560846600.0
1,1560846540.0
1,1560846480.0
1,1560846420.0
1,1560846360.0
1,1560846300.0
1,1560846240.0
1,1560846180.0
1,1560846120.0
1,1560846060.0
1,1560846000.0
1,1560845940.0
1,1560845880.0
1,1560845820.0
1,1560845760.0
1,1560845700.0
1,1560845640.0
1,1560845580.0
1,1560845520.0
1,1560845460.0
3,1560850200.0
3,1560850140.0
3,1560850080.0
3,1560850020.0
3,1560849960.0
3,1560849900.0
3,1560849840.0
3,1560849780.0
3,1560849720.0
3,1560849660.0
3,1560849600.0
3,1560849540.0
3,1560849480.0
3,1560849420.0
3,1560849360.0
3,1560849300.0
3,1560849240.0
3,1560849180.0
3,1560849120.0
3,1560849060.0
3,1560849000.0
3,1560848940.0
3,1560848880.0
3,1560848820.0
3,1560848760.0
3,1560848700.0
3,1560848640.0
3,1560848580.0
3,1560848520.0
3,1560848460.0
3,1560848400.0
3,1560848340.0
3,1560848280.0
3,1560848220.0
3,1560848160.0
3,1560848100.0
3,1560848040.0
3,1560847980.0
3,1560847920.0
3,1560847860.0
3,1560847800.0
3,1560847740.0
3,1560847680.0
3,1560847620.0
3,1560847560.0
3,1560847500.0
3,1560847440.0
3,1560847380.0
3,1560847320.0
3,1560847260.0
3,1560847200.0
3,1560847140.0
3,1560847080.0
3,1560847020.0
3,1560846960.0
3,1560846900.0
3,1560846840.0
3,1560846780.0
3,1560846720.0
3,1560846660.0
3,1560862800.0
3,1560862740.0
3,1560862680.0
3,1560862620.0
3,1560862560.0
3,1560862500.0
3,1560862440.0
3,1560862380.0
3,1560862320.0
3,1560862260.0
3,1560862200.0
3,1560862140.0
3,1560862080.0
3,1560862020.0
3,1560861960.0
3,1560861900.0
3,1560861840.0
3,1560861780.0
3,1560861720.0
3,1560861660.0
3,1560861600.0
3,1560861540.0
3,1560861480.0
3,1560861420.0
3,1560861360.0
3,1560861300.0
3,1560861240.0
3,1560861180.0
3,1560861120.0
3,1560861060.0
3,1560861000.0
3,1560860940.0
3,1560860880.0
3,1560860820.0
3,1560860760.0
3,1560860700.0
3,1560860640.0
3,1560860580.0
3,1560860520.0
3,1560860460.0
3,1560860400.0
3,1560860340.0
3,1560860280.0
3,1560860220.0
3,1560860160.0
3,1560860100.0
3,1560860040.0
3,1560859980.0
3,1560859920.0
3,1560859860.0
3,1560859800.0
3,1560859740.0
3,1560859680.0
3,1560859620.0
3,1560859560.0
3,1560859500.0
3,1560859440.0
3,1560859380.0
3,1560859320.0
3,1560859260.0
1,1560864300.0
1,1560864240.0
1,1560864180.0
1,1560864120.0
1,1560864060.0
1,1560864000.0
1,1560863940.0
1,1560863880.0
1,1560863820.0
1,1560863760.0
1,1560863700.0
1,1560863640.0
1,1560863580.0
1,1560863520.0
1,1560863460.0
1,1560863400.0
1,1560863340.0
1,1560863280.0
1,1560863220.0
1,1560863160.0
1,1560863100.0
1,1560863040.0
1,1560862980.0
1,1560862920.0
1,1560862860.0
1,1560862800.0
1,1560862740.0
1,1560862680.0
1,1560862620.0
1,1560862560.0
1,1560862500.0
1,1560862440.0
1,1560862380.0
1,1560862320.0
1,1560862260.0
1,1560862200.0
1,1560862140.0
1,1560862080.0
1,1560862020.0
1,1560861960.0
1,1560861900.0
1,1560861840.0
1,1560861780.0
1,1560861720.0
1,1560861660.0
1,1560861600.0
1,1560861540.0
1,1560861480.0
1,1560861420.0
1,1560861360.0
1,1560861300.0
1,1560861240.0
1,1560861180.0
1,1560861120.0
1,1560861060.0
1,1560861000.0
1,1560860940.0
1,1560860880.0
1,1560860820.0
1,1560860760.0
3,1560868200.0
3,1560868140.0
3,1560868080.0
3,1560868020.0
3,1560867960.0
3,1560867900.0
3,1560867840.0
3,1560867780.0
3,1560867720.0
3,1560867660.0
3,1560867600.0
3,1560867540.0
3,1560867480.0
3,1560867420.0
3,1560867360.0
3,1560867300.0
3,1560867240.0
3,1560867180.0
3,1560867120.0
3,1560867060.0
3,1560867000.0
3,1560866940.0
3,1560866880.0
3,1560866820.0
3,1560866760.0
3,1560866700.0
3,1560866640.0
3,1560866580.0
3,1560866520.0
3,1560866460.0
3,1560866400.0
3,1560866340.0
3,1560866280.0
3,1560866220.0
3,1560866160.0
3,1560866100.0
3,1560866040.0
3,1560865980.0
3,1560865920.0
3,1560865860.0
3,1560865800.0
3,1560865740.0
3,1560865680.0
3,1560865620.0
3,1560865560.0
3,1560865500.0
3,1560865440.0
3,1560865380.0
3,1560865320.0
3,1560865260.0
3,1560865200.0
3,1560865140.0
3,1560865080.0
3,1560865020.0
3,1560864960.0
3,1560864900.0
3,1560864840.0
3,1560864780.0
3,1560864720.0
3,1560864660.0
1,1560873600.0
1,1560873540.0
1,1560873480.0
1,1560873420.0
1,1560873360.0
1,1560873300.0
1,1560873240.0
1,1560873180.0
1,1560873120.0
1,1560873060.0
1,1560873000.0
1,1560872940.0
1,1560872880.0
1,1560872820.0
1,1560872760.0
1,1560872700.0
1,1560872640.0
1,1560872580.0
1,1560872520.0
1,1560872460.0
1,1560872400.0
1,1560872340.0
1,1560872280.0
1,1560872220.0
1,1560872160.0
1,1560872100.0
1,1560872040.0
1,1560871980.0
1,1560871920.0
1,1560871860.0
1,1560871800.0
1,1560871740.0
1,1560871680.0
1,1560871620.0
1,1560871560.0
1,1560871500.0
1,1560871440.0
1,1560871380.0
1,1560871320.0
1,1560871260.0
1,1560871200.0
1,1560871140.0
1,1560871080.0
1,1560871020.0
1,1560870960.0
1,1560870900.0
1,1560870840.0
1,1560870780.0
1,1560870720.0
1,1560870660.0
1,1560870600.0
1,1560870540.0
1,1560870480.0
1,1560870420.0
1,1560870360.0
1,1560870300.0
1,1560870240.0
1,1560870180.0
1,1560870120.0
1,1560870060.0
2,1560891600.0
2,1560891540.0
2,1560891480.0
2,1560891420.0
2,1560891360.0
2,1560891300.0
2,1560891240.0
2,1560891180.0
2,1560891120.0
2,1560891060.0
2,1560891000.0
2,1560890940.0
2,1560890880.0
2,1560890820.0
2,1560890760.0
2,1560890700.0
2,1560890640.0
2,1560890580.0
2,1560890520.0
2,1560890460.0
2,1560890400.0
2,1560890340.0
2,1560890280.0
2,1560890220.0
2,1560890160.0
2,1560890100.0
2,1560890040.0
2,1560889980.0
2,1560889920.0
2,1560889860.0
2,1560889800.0
2,1560889740.0
2,1560889680.0
2,1560889620.0
2,1560889560.0
2,1560889500.0
2,1560889440.0
2,1560889380.0
2,1560889320.0
2,1560889260.0
2,1560889200.0
2,1560889140.0
2,1560889080.0
2,1560889020.0
2,1560888960.0
2,1560888900.0
2,1560888840.0
2,1560888780.0
2,1560888720.0
2,1560888660.0
2,1560888600.0
2,1560888540.0
2,1560888480.0
2,1560888420.0
2,1560888360.0
2,1560888300.0
2,1560888240.0
2,1560888180.0
2,1560888120.0
2,1560888060.0
2,1560925800.0
2,1560925740.0
2,1560925680.0
2,1560925620.0
2,1560925560.0
2,1560925500.0
2,1560925440.0
2,1560925380.0
2,1560925320.0
2,1560925260.0
2,1560925200.0
2,1560925140.0
2,1560925080.0
2,1560925020.0
2,1560924960.0
2,1560924900.0
2,1560924840.0
2,1560924780.0
2,1560924720.0
2,1560924660.0
2,1560924600.0
2,1560924540.0
2,1560924480.0
2,1560924420.0
2,1560924360.0
2,1560924300.0
2,1560924240.0
2,1560924180.0
2,1560924120.0
2,1560924060.0
2,1560924000.0
2,1560923940.0
2,1560923880.0
2,1560923820.0
2,1560923760.0
2,1560923700.0
2,1560923640.0
2,1560923580.0
2,1560923520.0
2,1560923460.0
2,1560923400.0
2,1560923340.0
2,1560923280.0
2,1560923220.0
2,1560923160.0
2,1560923100.0
2,1560923040.0
2,1560922980.0
2,1560922920.0
2,1560922860.0
2,1560922800.0
2,1560922740.0
2,1560922680.0
2,1560922620.0
2,1560922560.0
2,1560922500.0
2,1560922440.0
2,1560922380.0
2,1560922320.0
2,1560922260.0
1,1560933000.0
1,1560932940.0
1,1560932880.0
1,1560932820.0
1,1560932760.0
1,1560932700.0
1,1560932640.0
1,1560932580.0
1,1560932520.0
1,1560932460.0
1,1560932400.0
1,1560932340.0
1,1560932280.0
1,1560932220.0
1,1560932160.0
1,1560932100.0
1,1560932040.0
1,1560931980.0
1,1560931920.0
1,1560931860.0
1,1560931800.0
1,1560931740.0
1,1560931680.0
1,1560931620.0
1,1560931560.0
1,1560931500.0
1,1560931440.0
1,1560931380.0
1,1560931320.0
1,1560931260.0
1,1560931200.0
1,1560931140.0
1,1560931080.0
1,1560931020.0
1,1560930960.0
1,1560930900.0
1,1560930840.0
1,1560930780.0
1,1560930720.0
1,1560930660.0
1,1560930600.0
1,1560930540.0
1,1560930480.0
1,1560930420.0
1,1560930360.0
1,1560930300.0
1,1560930240.0
1,1560930180.0
1,1560930120.0
1,1560930060.0
1,1560930000.0
1,1560929940.0
1,1560929880.0
1,1560929820.0
1,1560929760.0
1,1560929700.0
1,1560929640.0
1,1560929580.0
1,1560929520.0
1,1560929460.0
1,1560939000.0
1,1560938940.0
1,1560938880.0
1,1560938820.0
1,1560938760.0
1,1560938700.0
1,1560938640.0
1,1560938580.0
1,1560938520.0
1,1560938460.0
1,1560938400.0
1,1560938340.0
1,1560938280.0
1,1560938220.0
1,1560938160.0
1,1560938100.0
1,1560938040.0
1,1560937980.0
1,1560937920.0
1,1560937860.0
1,1560937800.0
1,1560937740.0
1,1560937680.0
1,1560937620.0
1,1560937560.0
1,1560937500.0
1,1560937440.0
1,1560937380.0
1,1560937320.0
1,1560937260.0
1,1560937200.0
1,1560937140.0
1,1560937080.0
1,1560937020.0
1,1560936960.0
1,1560936900.0
1,1560936840.0
1,1560936780.0
1,1560936720.0
1,1560936660.0
1,1560936600.0
1,1560936540.0
1,1560936480.0
1,1560936420.0
1,1560936360.0
1,1560936300.0
1,1560936240.0
1,1560936180.0
1,1560936120.0
1,1560936060.0
1,1560936000.0
1,1560935940.0
1,1560935880.0
1,1560935820.0
1,1560935760.0
1,1560935700.0
1,1560935640.0
1,1560935580.0
1,1560935520.0
1,1560935460.0
1,1560943800.0
1,1560943740.0
1,1560943680.0
1,1560943620.0
1,1560943560.0
1,1560943500.0
1,1560943440.0
1,1560943380.0
1,1560943320.0
1,1560943260.0
1,1560943200.0
1,1560943140.0
1,1560943080.0
1,1560943020.0
1,1560942960.0
1,1560942900.0
1,1560942840.0
1,1560942780.0
1,1560942720.0
1,1560942660.0
1,1560942600.0
1,1560942540.0
1,1560942480.0
1,1560942420.0
1,1560942360.0
1,1560942300.0
1,1560942240.0
1,1560942180.0
1,1560942120.0
1,1560942060.0
1,1560942000.0
1,1560941940.0
1,1560941880.0
1,1560941820.0
1,1560941760.0
1,1560941700.0
1,1560941640.0
1,1560941580.0
1,1560941520.0
1,1560941460.0
1,1560941400.0
1,1560941340.0
1,1560941280.0
1,1560941220.0
1,1560941160.0
1,1560941100.0
1,1560941040.0
1,1560940980.0
1,1560940920.0
1,1560940860.0
1,1560940800.0
1,1560940740.0
1,1560940680.0
1,1560940620.0
1,1560940560.0
1,1560940500.0
1,1560940440.0
1,1560940380.0
1,1560940320.0
1,1560940260.0
2,1560949200.0
2,1560949140.0
2,1560949080.0
2,1560949020.0
2,1560948960.0
2,1560948900.0
2,1560948840.0
2,1560948780.0
2,1560948720.0
2,1560948660.0
2,1560948600.0
2,1560948540.0
2,1560948480.0
2,1560948420.0
2,1560948360.0
2,1560948300.0
2,1560948240.0
2,1560948180.0
2,1560948120.0
2,1560948060.0
2,1560948000.0
2,1560947940.0
2,1560947880.0
2,1560947820.0
2,1560947760.0
2,1560947700.0
2,1560947640.0
2,1560947580.0
2,1560947520.0
2,1560947460.0
2,1560947400.0
2,1560947340.0
2,1560947280.0
2,1560947220.0
2,1560947160.0
2,1560947100.0
2,1560947040.0
2,1560946980.0
2,1560946920.0
2,1560946860.0
2,1560946800.0
2,1560946740.0
2,1560946680.0
2,1560946620.0
2,1560946560.0
2,1560946500.0
2,1560946440.0
2,1560946380.0
2,1560946320.0
2,1560946260.0
2,1560946200.0
2,1560946140.0
2,1560946080.0
2,1560946020.0
2,1560945960.0
2,1560945900.0
2,1560945840.0
2,1560945780.0
2,1560945720.0
2,1560945660.0
3,1560954600.0
3,1560954540.0
3,1560954480.0
3,1560954420.0
3,1560954360.0
3,1560954300.0
3,1560954240.0
3,1560954180.0
3,1560954120.0
3,1560954060.0
3,1560954000.0
3,1560953940.0
3,1560953880.0
3,1560953820.0
3,1560953760.0
3,1560953700.0
3,1560953640.0
3,1560953580.0
3,1560953520.0
3,1560953460.0
3,1560953400.0
3,1560953340.0
3,1560953280.0
3,1560953220.0
3,1560953160.0
3,1560953100.0
3,1560953040.0
3,1560952980.0
3,1560952920.0
3,1560952860.0
3,1560952800.0
3,1560952740.0
3,1560952680.0
3,1560952620.0
3,1560952560.0
3,1560952500.0
3,1560952440.0
3,1560952380.0
3,1560952320.0
3,1560952260.0
3,1560952200.0
3,1560952140.0
3,1560952080.0
3,1560952020.0
3,1560951960.0
3,1560951900.0
3,1560951840.0
3,1560951780.0
3,1560951720.0
3,1560951660.0
3,1560951600.0
3,1560951540.0
3,1560951480.0
3,1560951420.0
3,1560951360.0
3,1560951300.0
3,1560951240.0
3,1560951180.0
3,1560951120.0
3,1560951060.0
3,1560956400.0
3,1560956340.0
3,1560956280.0
3,1560956220.0
3,1560956160.0
3,1560956100.0
3,1560956040.0
3,1560955980.0
3,1560955920.0
3,1560955860.0
3,1560955800.0
3,1560955740.0
3,1560955680.0
3,1560955620.0
3,1560955560.0
3,1560955500.0
3,1560955440.0
3,1560955380.0
3,1560955320.0
3,1560955260.0
3,1560955200.0
3,1560955140.0
3,1560955080.0
3,1560955020.0
3,1560954960.0
3,1560954900.0
3,1560954840.0
3,1560954780.0
3,1560954720.0
3,1560954660.0
3,1560954600.0
3,1560954540.0
3,1560954480.0
3,1560954420.0
3,1560954360.0
3,1560954300.0
3,1560954240.0
3,1560954180.0
3,1560954120.0
3,1560954060.0
3,1560954000.0
3,1560953940.0
3,1560953880.0
3,1560953820.0
3,1560953760.0
3,1560953700.0
3,1560953640.0
3,1560953580.0
3,1560953520.0
3,1560953460.0
3,1560953400.0
3,1560953340.0
3,1560953280.0
3,1560953220.0
3,1560953160.0
3,1560953100.0
3,1560953040.0
3,1560952980.0
3,1560952920.0
3,1560952860.0
3,1560969000.0
3,1560968940.0
3,1560968880.0
3,1560968820.0
3,1560968760.0
3,1560968700.0
3,1560968640.0
3,1560968580.0
3,1560968520.0
3,1560968460.0
3,1560968400.0
3,1560968340.0
3,1560968280.0
3,1560968220.0
3,1560968160.0
3,1560968100.0
3,1560968040.0
3,1560967980.0
3,1560967920.0
3,1560967860.0
3,1560967800.0
3,1560967740.0
3,1560967680.0
3,1560967620.0
3,1560967560.0
3,1560967500.0
3,1560967440.0
3,1560967380.0
3,1560967320.0
3,1560967260.0
3,1560967200.0
3,1560967140.0
3,1560967080.0
3,1560967020.0
3,1560966960.0
3,1560966900.0
3,1560966840.0
3,1560966780.0
3,1560966720.0
3,1560966660.0
3,1560966600.0
3,1560966540.0
3,1560966480.0
3,1560966420.0
3,1560966360.0
3,1560966300.0
3,1560966240.0
3,1560966180.0
3,1560966120.0
3,1560966060.0
3,1560966000.0
3,1560965940.0
3,1560965880.0
3,1560965820.0
3,1560965760.0
3,1560965700.0
3,1560965640.0
3,1560965580.0
3,1560965520.0
3,1560965460.0
3,1560970800.0
3,1560970740.0
3,1560970680.0
3,1560970620.0
3,1560970560.0
3,1560970500.0
3,1560970440.0
3,1560970380.0
3,1560970320.0
3,1560970260.0
3,1560970200.0
3,1560970140.0
3,1560970080.0
3,1560970020.0
3,1560969960.0
3,1560969900.0
3,1560969840.0
3,1560969780.0
3,1560969720.0
3,1560969660.0
3,1560969600.0
3,1560969540.0
3,1560969480.0
3,1560969420.0
3,1560969360.0
3,1560969300.0
3,1560969240.0
3,1560969180.0
3,1560969120.0
3,1560969060.0
3,1560969000.0
3,1560968940.0
3,1560968880.0
3,1560968820.0
3,1560968760.0
3,1560968700.0
3,1560968640.0
3,1560968580.0
3,1560968520.0
3,1560968460.0
3,1560968400.0
3,1560968340.0
3,1560968280.0
3,1560968220.0
3,1560968160.0
3,1560968100.0
3,1560968040.0
3,1560967980.0
3,1560967920.0
3,1560967860.0
3,1560967800.0
3,1560967740.0
3,1560967680.0
