0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,7,8,9,std,timestamp
1.122,1.1218,1.1218,1.1218,1.1218,1.1218,1.1218,1.122,1.1218,1.1217,1.1218,1.1217,1.122,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.1222,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.122,1.122,1.122,0.00013092618785670186,1560734040.0
1.1218,1.122,1.1218,1.1218,1.1218,1.1218,1.122,1.1218,1.1217,1.1218,1.1217,1.1217,1.122,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.1222,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.1221,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.122,1.122,1.122,1.1218,0.00013224556283259863,1560734100.0
1.122,1.122,1.1218,1.1218,1.1218,1.122,1.1218,1.1217,1.1218,1.1217,1.1217,1.1218,1.122,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.1222,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.1221,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.122,1.122,1.1218,1.1218,0.00013474255287613195,1560734160.0
1.122,1.122,1.1218,1.1218,1.122,1.1218,1.1217,1.1218,1.1217,1.1217,1.1218,1.1218,1.1222,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.1221,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.122,1.1218,1.1218,1.1218,0.00013828312341802293,1560734220.0
1.122,1.1222,1.1218,1.122,1.1218,1.1217,1.1218,1.1217,1.1217,1.1218,1.1218,1.1218,1.1221,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.122,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1218,1.1218,1.1218,1.1218,0.00014165686240591698,1560734280.0
1.1222,1.1221,1.122,1.1218,1.1217,1.1218,1.1217,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.122,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1218,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1218,1.1218,1.1218,1.1218,0.00014487542541408258,1560734340.0
1.1221,1.122,1.1218,1.1217,1.1218,1.1217,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1218,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1218,1.1218,1.1218,1.122,0.00014487542541408258,1560734400.0
1.122,1.122,1.1217,1.1218,1.1217,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1218,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1218,1.1218,1.122,1.1218,0.0001469977324088911,1560734460.0
1.122,1.122,1.1218,1.1217,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1218,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1218,1.122,1.1218,1.1217,0.00014999074045501994,1560734520.0
1.122,1.1218,1.1217,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1218,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.122,1.1218,1.1217,1.1218,0.00015584892970088745,1560734580.0
1.1218,1.1218,1.1217,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.1218,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.122,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1218,1.1217,1.1218,1.1217,0.0001584999123729909,1560734640.0
1.1218,1.1218,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.1218,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1218,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1217,1.1218,1.1217,1.1217,0.00015933891203630092,1560734700.0
1.1218,1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.1218,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1217,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1218,1.1217,1.1217,1.1218,0.00015989579940289022,1560734760.0
1.1218,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1218,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1218,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1217,1.1217,1.1218,1.1218,0.00016017351702318837,1560734820.0
1.1218,1.122,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1218,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1217,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1218,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1217,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1217,1.1218,1.1218,1.1218,0.00016017351702318628,1560734880.0
1.122,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.1218,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1217,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1217,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1218,1.1218,1.1218,1.1218,0.00016236960580388665,1560734940.0
1.1218,1.1217,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1217,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1217,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1218,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1218,1.1218,1.1218,1.122,0.00016649991658329182,1560735000.0
1.1217,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1217,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1217,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1218,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1218,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1218,1.1218,1.122,1.122,0.00016795336654367303,1560735060.0
1.1218,1.1217,1.1218,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.1217,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1218,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1218,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1218,1.122,1.122,1.122,0.00016397831835004176,1560735120.0
1.1217,1.1217,1.122,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1218,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1218,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.122,1.122,1.122,1.1218,0.00017650936393169862,1560735180.0
1.1217,1.1218,1.122,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.1218,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.1218,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1218,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.122,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.122,1.122,1.1218,1.122,0.00017355754729264286,1560735240.0
1.1218,1.1218,1.122,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.1218,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.122,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.122,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.1223,1.122,1.1218,1.122,1.122,0.00016996731711980102,1560735300.0
1.1218,1.1218,1.122,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.1218,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.122,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.122,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.1223,1.1223,1.1218,1.122,1.122,1.122,0.0001689427911059819,1560735360.0
1.1218,1.1218,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.122,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1218,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.1223,1.1223,1.1223,1.122,1.122,1.122,1.122,0.00016749792701871536,1560735420.0
1.1218,1.122,1.1217,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.122,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1218,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.122,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.1223,1.1223,1.1223,1.1223,1.122,1.122,1.122,1.122,0.0001656217242862945,1560735480.0
1.122,1.122,1.1221,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1218,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.122,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.122,1.1223,1.1223,1.1222,1.1226,1.1223,1.1223,1.1223,1.1223,1.1223,1.1225,1.122,1.122,1.122,1.1217,0.00016927951900795162,1560735540.0
1.122,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.122,1.1221,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.122,1.1222,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.122,1.1223,1.1222,1.1226,1.1223,1.1223,1.1223,1.1223,1.1223,1.1225,1.1225,1.122,1.122,1.1217,1.1221,0.00017615491919206598,1560735600.0
1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.122,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.122,1.1221,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.122,1.1222,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.122,1.1222,1.1226,1.1223,1.1223,1.1223,1.1223,1.1223,1.1225,1.1225,1.1225,1.122,1.1217,1.1221,1.1218,0.0001823915202707469,1560735660.0
1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.122,1.1221,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.122,1.1223,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.122,1.1226,1.1223,1.1223,1.1223,1.1223,1.1223,1.1225,1.1225,1.1225,1.1223,1.1217,1.1221,1.1218,1.1218,0.00018314384146532052,1560735720.0
1.122,1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.122,1.1221,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.122,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1217,1.1223,1.1223,1.1223,1.1223,1.1223,1.1225,1.1225,1.1225,1.1223,1.1223,1.1221,1.1218,1.1218,1.122,0.0001795054935711668,1560735780.0
1.122,1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.122,1.1221,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1217,1.1222,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.1221,1.1223,1.1223,1.1223,1.1223,1.1225,1.1225,1.1225,1.1223,1.1223,1.1226,1.1218,1.1218,1.122,1.122,0.00018829645656666296,1560735840.0
1.122,1.122,1.122,1.122,1.1221,1.1221,1.122,1.1218,1.1218,1.122,1.122,1.122,1.122,1.122,1.122,1.122,1.1222,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,1.1217,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1223,1.1222,1.1222,1.1221,1.1222,1.1222,1.1222,1.1223,1.1223,1.1223,1.1222,1.1226,1.1223,1.1223,1.1218,1.1223,1.1223,1.1223,1.1225,1.1225,1.1225,1.1223,1.1223,1.1226,1.1223,1.1218,1.122,1.122,1.122,0.00018840706521313903,1560735900.0
